Name,Season,ThreePointers,ThreePointersAttempted,ThreePointersMissed,ThreePointersMadePct
Darius Miller,2019.0,133,364,231,0.36538461538461536
Darius Miller,2021.0,17,42,25,0.40476190476190477
Darius Morris,2012.0,5,10,5,0.5
Darius Morris,2013.0,27,75,48,0.36
Darius Morris,2014.0,12,38,26,0.3157894736842105
Darius Morris,2015.0,7,33,26,0.21212121212121213
Darius Songaila,2005.0,0,3,3,0.0
Darius Songaila,2006.0,2,5,3,0.4
Darius Songaila,2007.0,0,4,4,0.0
Darius Songaila,2008.0,0,2,2,0.0
Darius Songaila,2009.0,0,1,1,0.0
Darius Songaila,2010.0,1,6,5,0.16666666666666666
Darius Washington,2008.0,4,12,8,0.3333333333333333
Darko Milicic,2004.0,0,1,1,0.0
Darko Milicic,2006.0,0,2,2,0.0
Darko Milicic,2007.0,0,1,1,0.0
Darko Milicic,2008.0,0,1,1,0.0
Darko Milicic,2010.0,0,1,1,0.0
Darnell Jackson,2009.0,0,2,2,0.0
Darnell Jackson,2010.0,1,4,3,0.25
Darnell Jackson,2011.0,3,11,8,0.2727272727272727
Darrell Armstrong,2004.0,140,454,314,0.30837004405286345
Darrell Armstrong,2005.0,30,119,89,0.25210084033613445
Darrell Armstrong,2006.0,11,55,44,0.2
Darrell Armstrong,2007.0,72,214,142,0.3364485981308411
Darrell Armstrong,2008.0,23,69,46,0.3333333333333333
Darrell Arthur,2009.0,0,2,2,0.0
Darrell Arthur,2010.0,0,1,1,0.0
Darrell Arthur,2011.0,1,7,6,0.14285714285714285
Darrell Arthur,2013.0,5,20,15,0.25
Darrell Arthur,2014.0,24,64,40,0.375
Darrell Arthur,2015.0,26,110,84,0.23636363636363636
Darrell Arthur,2016.0,45,117,72,0.38461538461538464
Darrell Arthur,2017.0,53,117,64,0.452991452991453
Darrell Arthur,2018.0,8,23,15,0.34782608695652173
Darren Collison,2010.0,46,115,69,0.4
Darren Collison,2011.0,45,130,85,0.34615384615384615
Darren Collison,2012.0,38,105,67,0.3619047619047619
Darren Collison,2013.0,48,136,88,0.35294117647058826
Darren Collison,2014.0,72,201,129,0.3582089552238806
Darren Collison,2015.0,60,161,101,0.37267080745341613
Darren Collison,2016.0,87,217,130,0.4009216589861751
Darren Collison,2017.0,73,174,101,0.41954022988505746
Darren Collison,2018.0,104,228,124,0.45614035087719296
Darren Collison,2019.0,83,205,122,0.40487804878048783
Darren Collison,2022.0,0,3,3,0.0
Darrick Martin,2004.0,12,46,34,0.2608695652173913
Darrick Martin,2005.0,5,18,13,0.2777777777777778
Darrick Martin,2006.0,16,40,24,0.4
Darrick Martin,2007.0,13,39,26,0.3333333333333333
Darrick Martin,2008.0,2,16,14,0.125
Darrun Hilliard,2016.0,19,50,31,0.38
Darrun Hilliard,2017.0,12,46,34,0.2608695652173913
Darrun Hilliard,2018.0,0,6,6,0.0
Darvin Ham,2004.0,1,3,2,0.3333333333333333
Daryl Macon,2019.0,5,11,6,0.45454545454545453
Daryl Macon,2020.0,1,2,1,0.5
David Andersen,2010.0,27,78,51,0.34615384615384615
David Andersen,2011.0,8,23,15,0.34782608695652173
David Duke,2022.0,9,37,28,0.24324324324324326
David Duke,2023.0,1,13,12,0.07692307692307693
David Johnson,2022.0,0,1,1,0.0
David Lee,2008.0,0,2,2,0.0
David Lee,2009.0,0,3,3,0.0
David Lee,2010.0,0,8,8,0.0
David Lee,2011.0,1,3,2,0.3333333333333333
David Lee,2012.0,0,5,5,0.0
David Lee,2013.0,0,4,4,0.0
David Lee,2014.0,0,1,1,0.0
David Lee,2015.0,0,2,2,0.0
David Lee,2016.0,0,1,1,0.0
David Lee,2017.0,0,1,1,0.0
David Noel,2007.0,17,53,36,0.32075471698113206
David Nwaba,2017.0,1,5,4,0.2
David Nwaba,2018.0,18,52,34,0.34615384615384615
David Nwaba,2019.0,24,75,51,0.32
David Nwaba,2020.0,12,28,16,0.42857142857142855
David Nwaba,2021.0,17,63,46,0.2698412698412698
David Nwaba,2022.0,15,49,34,0.30612244897959184
David Roddy,2023.0,71,232,161,0.30603448275862066
David Roddy,2024.0,43,137,94,0.31386861313868614
David Stockton,2015.0,1,2,1,0.5
David Stockton,2018.0,2,4,2,0.5
David Wear,2015.0,0,1,1,0.0
David Wesley,2004.0,103,315,212,0.326984126984127
David Wesley,2005.0,128,336,208,0.38095238095238093
David Wesley,2006.0,99,271,172,0.36531365313653136
David Wesley,2007.0,9,38,29,0.23684210526315788
David West,2004.0,0,2,2,0.0
David West,2005.0,2,5,3,0.4
David West,2006.0,3,11,8,0.2727272727272727
David West,2007.0,8,25,17,0.32
David West,2008.0,7,27,20,0.25925925925925924
David West,2009.0,6,25,19,0.24
David West,2010.0,7,27,20,0.25925925925925924
David West,2011.0,2,9,7,0.2222222222222222
David West,2012.0,2,9,7,0.2222222222222222
David West,2013.0,4,22,18,0.18181818181818182
David West,2014.0,6,25,19,0.24
David West,2015.0,4,20,16,0.2
David West,2016.0,6,13,7,0.46153846153846156
David West,2017.0,4,10,6,0.4
David West,2018.0,4,10,6,0.4
Davion Mitchell,2022.0,101,320,219,0.315625
Davion Mitchell,2023.0,70,224,154,0.3125
Davion Mitchell,2024.0,17,64,47,0.265625
Davis Bertans,2017.0,77,193,116,0.39896373056994816
Davis Bertans,2018.0,97,268,171,0.3619402985074627
Davis Bertans,2019.0,148,349,201,0.42406876790830944
Davis Bertans,2020.0,200,472,272,0.423728813559322
Davis Bertans,2021.0,179,464,285,0.3857758620689655
Davis Bertans,2022.0,96,281,185,0.3416370106761566
Davis Bertans,2023.0,55,141,86,0.3900709219858156
Davis Bertans,2024.0,10,24,14,0.4166666666666667
Davon Reed,2018.0,11,38,27,0.2894736842105263
Davon Reed,2019.0,2,4,2,0.5
Davon Reed,2022.0,37,86,49,0.43023255813953487
Davon Reed,2023.0,17,46,29,0.3695652173913043
Day'Ron Sharpe,2022.0,2,7,5,0.2857142857142857
Day'Ron Sharpe,2023.0,6,11,5,0.5454545454545454
Day'Ron Sharpe,2024.0,1,7,6,0.14285714285714285
De'Aaron Fox,2018.0,47,153,106,0.30718954248366015
De'Aaron Fox,2019.0,86,232,146,0.3706896551724138
De'Aaron Fox,2020.0,54,185,131,0.2918918918918919
De'Aaron Fox,2021.0,103,320,217,0.321875
De'Aaron Fox,2022.0,74,249,175,0.2971887550200803
De'Aaron Fox,2023.0,140,429,289,0.32634032634032634
De'Aaron Fox,2024.0,118,304,186,0.3881578947368421
De'Andre Hunter,2020.0,108,304,196,0.35526315789473684
De'Andre Hunter,2021.0,37,112,75,0.33035714285714285
De'Andre Hunter,2022.0,88,229,141,0.38427947598253276
De'Andre Hunter,2023.0,114,324,210,0.35185185185185186
De'Andre Hunter,2024.0,46,114,68,0.40350877192982454
De'Anthony Melton,2019.0,29,95,66,0.30526315789473685
De'Anthony Melton,2020.0,41,141,100,0.2907801418439716
De'Anthony Melton,2021.0,94,235,141,0.4
De'Anthony Melton,2022.0,150,416,266,0.3605769230769231
De'Anthony Melton,2023.0,176,452,276,0.3893805309734513
De'Anthony Melton,2024.0,70,193,123,0.3626943005181347
DeAndre Jordan,2010.0,0,2,2,0.0
DeAndre Jordan,2011.0,0,1,1,0.0
DeAndre Jordan,2012.0,0,1,1,0.0
DeAndre Jordan,2015.0,1,4,3,0.25
DeAndre Jordan,2016.0,0,1,1,0.0
DeAndre Jordan,2017.0,0,3,3,0.0
DeAndre Jordan,2021.0,0,1,1,0.0
DeAndre Jordan,2023.0,1,1,0,1.0
DeAndre Liggins,2012.0,0,4,4,0.0
DeAndre Liggins,2013.0,8,24,16,0.3333333333333333
DeAndre Liggins,2017.0,17,46,29,0.3695652173913043
DeAndre Liggins,2018.0,19,53,34,0.3584905660377358
DeAndre' Bembry,2017.0,1,18,17,0.05555555555555555
DeAndre' Bembry,2018.0,11,30,19,0.36666666666666664
DeAndre' Bembry,2019.0,50,173,123,0.28901734104046245
DeAndre' Bembry,2020.0,15,65,50,0.23076923076923078
DeAndre' Bembry,2021.0,14,53,39,0.2641509433962264
DeAndre' Bembry,2022.0,15,36,21,0.4166666666666667
DeJuan Blair,2010.0,0,2,2,0.0
DeJuan Blair,2011.0,0,2,2,0.0
DeJuan Blair,2012.0,0,1,1,0.0
DeJuan Blair,2013.0,0,1,1,0.0
DeJuan Blair,2014.0,0,2,2,0.0
DeJuan Blair,2016.0,0,1,1,0.0
DeMar DeRozan,2010.0,4,16,12,0.25
DeMar DeRozan,2011.0,5,52,47,0.09615384615384616
DeMar DeRozan,2012.0,24,92,68,0.2608695652173913
DeMar DeRozan,2013.0,34,120,86,0.2833333333333333
DeMar DeRozan,2014.0,70,228,158,0.30701754385964913
DeMar DeRozan,2015.0,28,96,68,0.2916666666666667
DeMar DeRozan,2016.0,51,165,114,0.3090909090909091
DeMar DeRozan,2017.0,34,139,105,0.2446043165467626
DeMar DeRozan,2018.0,99,322,223,0.30745341614906835
DeMar DeRozan,2019.0,7,46,39,0.15217391304347827
DeMar DeRozan,2020.0,9,35,26,0.2571428571428571
DeMar DeRozan,2021.0,19,74,55,0.25675675675675674
DeMar DeRozan,2022.0,50,151,101,0.33112582781456956
DeMar DeRozan,2023.0,46,142,96,0.323943661971831
DeMar DeRozan,2024.0,44,127,83,0.3464566929133858
DeMarcus Cousins,2011.0,3,18,15,0.16666666666666666
DeMarcus Cousins,2012.0,2,14,12,0.14285714285714285
DeMarcus Cousins,2013.0,4,22,18,0.18181818181818182
DeMarcus Cousins,2014.0,0,7,7,0.0
DeMarcus Cousins,2015.0,2,8,6,0.25
DeMarcus Cousins,2016.0,70,210,140,0.3333333333333333
DeMarcus Cousins,2017.0,131,363,232,0.3608815426997245
DeMarcus Cousins,2018.0,104,294,190,0.35374149659863946
DeMarcus Cousins,2019.0,29,107,78,0.27102803738317754
DeMarcus Cousins,2021.0,51,145,94,0.35172413793103446
DeMarcus Cousins,2022.0,41,128,87,0.3203125
DeMarcus Nelson,2009.0,0,3,3,0.0
DeMarre Carroll,2010.0,0,6,6,0.0
DeMarre Carroll,2012.0,8,24,16,0.3333333333333333
DeMarre Carroll,2013.0,20,70,50,0.2857142857142857
DeMarre Carroll,2014.0,106,290,184,0.36551724137931035
DeMarre Carroll,2015.0,149,376,227,0.3962765957446808
DeMarre Carroll,2016.0,72,197,125,0.36548223350253806
DeMarre Carroll,2017.0,116,342,226,0.3391812865497076
DeMarre Carroll,2018.0,145,392,247,0.36989795918367346
DeMarre Carroll,2019.0,113,335,222,0.3373134328358209
DeMarre Carroll,2020.0,8,33,25,0.24242424242424243
DeQuan Jones,2013.0,9,35,26,0.2571428571428571
DeSagana Diop,2005.0,0,2,2,0.0
DeSagana Diop,2006.0,1,2,1,0.5
DeSagana Diop,2007.0,0,1,1,0.0
DeSagana Diop,2013.0,0,1,1,0.0
DeShawn Stevenson,2004.0,19,71,52,0.2676056338028169
DeShawn Stevenson,2005.0,25,67,42,0.373134328358209
DeShawn Stevenson,2006.0,2,15,13,0.13333333333333333
DeShawn Stevenson,2007.0,77,202,125,0.3811881188118812
DeShawn Stevenson,2008.0,172,449,277,0.3830734966592428
DeShawn Stevenson,2009.0,35,129,94,0.2713178294573643
DeShawn Stevenson,2010.0,19,90,71,0.2111111111111111
DeShawn Stevenson,2011.0,121,317,196,0.38170347003154576
DeShawn Stevenson,2012.0,41,145,104,0.2827586206896552
DeShawn Stevenson,2013.0,79,214,135,0.3691588785046729
DeVaughn Akoon-Purcell,2019.0,0,4,4,0.0
Dean Wade,2020.0,2,4,2,0.5
Dean Wade,2021.0,78,213,135,0.36619718309859156
Dean Wade,2022.0,51,142,91,0.3591549295774648
Dean Wade,2023.0,45,128,83,0.3515625
Dean Wade,2024.0,57,138,81,0.41304347826086957
Deandre Ayton,2019.0,0,4,4,0.0
Deandre Ayton,2020.0,3,13,10,0.23076923076923078
Deandre Ayton,2021.0,4,20,16,0.2
Deandre Ayton,2022.0,9,23,14,0.391304347826087
Deandre Ayton,2023.0,7,24,17,0.2916666666666667
Dee Brown,2007.0,6,34,28,0.17647058823529413
Dee Brown,2009.0,7,24,17,0.2916666666666667
Deividas Sirvydis,2021.0,10,28,18,0.35714285714285715
Deividas Sirvydis,2022.0,1,7,6,0.14285714285714285
Dejounte Murray,2017.0,9,26,17,0.34615384615384615
Dejounte Murray,2018.0,13,40,27,0.325
Dejounte Murray,2020.0,41,111,70,0.36936936936936937
Dejounte Murray,2021.0,63,202,139,0.3118811881188119
Dejounte Murray,2022.0,97,299,202,0.32441471571906355
Dejounte Murray,2023.0,147,424,277,0.3466981132075472
Dejounte Murray,2024.0,108,278,170,0.38848920863309355
Delon Wright,2016.0,5,14,9,0.35714285714285715
Delon Wright,2017.0,12,36,24,0.3333333333333333
Delon Wright,2018.0,65,175,110,0.37142857142857144
Delon Wright,2019.0,50,168,118,0.2976190476190476
Delon Wright,2020.0,48,130,82,0.36923076923076925
Delon Wright,2021.0,64,172,108,0.37209302325581395
Delon Wright,2022.0,50,132,82,0.3787878787878788
Delon Wright,2023.0,40,119,79,0.33613445378151263
Delon Wright,2024.0,11,30,19,0.36666666666666664
Delonte West,2005.0,29,78,49,0.3717948717948718
Delonte West,2006.0,84,218,134,0.3853211009174312
Delonte West,2007.0,65,178,113,0.3651685393258427
Delonte West,2008.0,66,177,111,0.3728813559322034
Delonte West,2009.0,103,264,161,0.39015151515151514
Delonte West,2010.0,28,96,68,0.2916666666666667
Delonte West,2011.0,19,52,33,0.36538461538461536
Delonte West,2012.0,30,82,52,0.36585365853658536
Demetris Nichols,2008.0,3,13,10,0.23076923076923078
Demetris Nichols,2009.0,0,2,2,0.0
Demetrius Jackson,2017.0,1,1,0,1.0
Demetrius Jackson,2018.0,1,7,6,0.14285714285714285
Demetrius Jackson,2019.0,2,6,4,0.3333333333333333
Deng Adel,2019.0,6,23,17,0.2608695652173913
Deni Avdija,2021.0,53,168,115,0.31547619047619047
Deni Avdija,2022.0,82,259,177,0.3166023166023166
Deni Avdija,2023.0,69,232,163,0.2974137931034483
Deni Avdija,2024.0,45,119,74,0.37815126050420167
Dennis Horner,2012.0,0,1,1,0.0
Dennis Schroder,2014.0,11,43,32,0.2558139534883721
Dennis Schroder,2015.0,60,182,122,0.32967032967032966
Dennis Schroder,2016.0,89,274,185,0.3248175182481752
Dennis Schroder,2017.0,117,335,218,0.3492537313432836
Dennis Schroder,2018.0,76,262,186,0.2900763358778626
Dennis Schroder,2019.0,130,384,254,0.3385416666666667
Dennis Schroder,2020.0,138,370,232,0.372972972972973
Dennis Schroder,2021.0,80,244,164,0.32786885245901637
Dennis Schroder,2022.0,86,250,164,0.344
Dennis Schroder,2023.0,87,264,177,0.32954545454545453
Dennis Schroder,2024.0,71,200,129,0.355
Dennis Smith,2018.0,106,339,233,0.31268436578171094
Dennis Smith,2019.0,67,208,141,0.32211538461538464
Dennis Smith,2020.0,16,54,38,0.2962962962962963
Dennis Smith,2021.0,19,59,40,0.3220338983050847
Dennis Smith,2022.0,6,27,21,0.2222222222222222
Dennis Smith,2023.0,24,111,87,0.21621621621621623
Dennis Smith,2024.0,16,57,41,0.2807017543859649
Denzel Valentine,2017.0,74,212,138,0.3490566037735849
Denzel Valentine,2018.0,143,370,227,0.3864864864864865
Denzel Valentine,2020.0,46,137,91,0.3357664233576642
Denzel Valentine,2021.0,80,242,162,0.3305785123966942
Denzel Valentine,2022.0,19,47,28,0.40425531914893614
Deonte Burton,2019.0,8,29,21,0.27586206896551724
Deonte Burton,2020.0,10,53,43,0.18867924528301888
Deonte Burton,2023.0,0,1,1,0.0
DerMarr Johnson,2004.0,13,39,26,0.3333333333333333
DerMarr Johnson,2005.0,57,159,102,0.3584905660377358
DerMarr Johnson,2006.0,57,170,113,0.3352941176470588
DerMarr Johnson,2007.0,19,88,69,0.2159090909090909
DerMarr Johnson,2008.0,3,9,6,0.3333333333333333
Dereck Lively,2024.0,0,1,1,0.0
Derek Anderson,2004.0,79,259,180,0.305019305019305
Derek Anderson,2005.0,58,151,93,0.3841059602649007
Derek Anderson,2006.0,45,148,103,0.30405405405405406
Derek Anderson,2007.0,54,152,98,0.35526315789473684
Derek Anderson,2008.0,19,52,33,0.36538461538461536
Derek Fisher,2004.0,74,229,155,0.3231441048034934
Derek Fisher,2005.0,108,291,183,0.3711340206185567
Derek Fisher,2006.0,117,295,178,0.39661016949152544
Derek Fisher,2007.0,60,188,128,0.3191489361702128
Derek Fisher,2008.0,134,326,192,0.4110429447852761
Derek Fisher,2009.0,139,369,230,0.37669376693766937
Derek Fisher,2010.0,105,299,194,0.3511705685618729
Derek Fisher,2011.0,70,176,106,0.3977272727272727
Derek Fisher,2012.0,53,157,104,0.3375796178343949
Derek Fisher,2013.0,54,131,77,0.4122137404580153
Derek Fisher,2014.0,100,270,170,0.37037037037037035
Dereon Seabron,2024.0,1,2,1,0.5
Deron Williams,2006.0,91,219,128,0.4155251141552511
Deron Williams,2007.0,101,312,211,0.32371794871794873
Deron Williams,2008.0,111,266,155,0.41729323308270677
Deron Williams,2009.0,79,251,172,0.3147410358565737
Deron Williams,2010.0,116,310,194,0.3741935483870968
Deron Williams,2011.0,105,317,212,0.3312302839116719
Deron Williams,2012.0,115,342,227,0.3362573099415205
Deron Williams,2013.0,186,490,304,0.3795918367346939
Deron Williams,2014.0,116,321,205,0.3613707165109034
Deron Williams,2015.0,98,263,165,0.3726235741444867
Deron Williams,2016.0,100,289,189,0.3460207612456747
Deron Williams,2017.0,97,265,168,0.3660377358490566
Derrick Brown,2010.0,2,7,5,0.2857142857142857
Derrick Brown,2011.0,5,10,5,0.5
Derrick Brown,2012.0,6,24,18,0.25
Derrick Byars,2012.0,0,6,6,0.0
Derrick Coleman,2004.0,7,34,27,0.20588235294117646
Derrick Coleman,2005.0,0,2,2,0.0
Derrick Dial,2004.0,2,9,7,0.2222222222222222
Derrick Favors,2013.0,0,5,5,0.0
Derrick Favors,2014.0,0,1,1,0.0
Derrick Favors,2015.0,1,6,5,0.16666666666666666
Derrick Favors,2016.0,0,4,4,0.0
Derrick Favors,2017.0,3,10,7,0.3
Derrick Favors,2018.0,16,68,52,0.23529411764705882
Derrick Favors,2019.0,17,81,64,0.20987654320987653
Derrick Favors,2020.0,1,7,6,0.14285714285714285
Derrick Favors,2021.0,0,2,2,0.0
Derrick Favors,2022.0,2,16,14,0.125
Derrick Jones,2017.0,3,11,8,0.2727272727272727
Derrick Jones,2018.0,3,18,15,0.16666666666666666
Derrick Jones,2019.0,28,91,63,0.3076923076923077
Derrick Jones,2020.0,41,141,100,0.2907801418439716
Derrick Jones,2021.0,43,138,95,0.3115942028985507
Derrick Jones,2022.0,23,72,49,0.3194444444444444
Derrick Jones,2023.0,27,80,53,0.3375
Derrick Jones,2024.0,59,169,110,0.34911242603550297
Derrick Rose,2009.0,16,76,60,0.21052631578947367
Derrick Rose,2010.0,18,66,48,0.2727272727272727
Derrick Rose,2011.0,153,486,333,0.3148148148148148
Derrick Rose,2012.0,57,179,122,0.31843575418994413
Derrick Rose,2014.0,16,47,31,0.3404255319148936
Derrick Rose,2015.0,99,337,238,0.29376854599406527
Derrick Rose,2016.0,44,150,106,0.29333333333333333
Derrick Rose,2017.0,13,60,47,0.21666666666666667
Derrick Rose,2018.0,14,40,26,0.35
Derrick Rose,2019.0,54,146,92,0.3698630136986301
Derrick Rose,2020.0,45,147,102,0.30612244897959184
Derrick Rose,2021.0,58,146,88,0.3972602739726027
Derrick Rose,2022.0,37,92,55,0.40217391304347827
Derrick Rose,2023.0,19,64,45,0.296875
Derrick Rose,2024.0,11,33,22,0.3333333333333333
Derrick Walton,2018.0,7,17,10,0.4117647058823529
Derrick Walton,2020.0,10,24,14,0.4166666666666667
Derrick Walton,2022.0,3,13,10,0.23076923076923078
Derrick White,2018.0,9,15,6,0.6
Derrick White,2019.0,53,159,106,0.3333333333333333
Derrick White,2020.0,79,216,137,0.36574074074074076
Derrick White,2021.0,84,243,159,0.345679012345679
Derrick White,2022.0,141,452,311,0.31194690265486724
Derrick White,2023.0,199,501,302,0.3972055888223553
Derrick White,2024.0,110,278,168,0.39568345323741005
Derrick Williams,2012.0,37,138,101,0.26811594202898553
Derrick Williams,2013.0,65,196,131,0.33163265306122447
Derrick Williams,2014.0,26,99,73,0.26262626262626265
Derrick Williams,2015.0,49,156,107,0.3141025641025641
Derrick Williams,2016.0,44,150,106,0.29333333333333333
Derrick Williams,2017.0,33,102,69,0.3235294117647059
Derrick Williams,2018.0,0,2,2,0.0
Desmon Farmer,2007.0,2,8,6,0.25
Desmon Farmer,2009.0,3,12,9,0.25
Desmond Bane,2021.0,124,290,166,0.42758620689655175
Desmond Bane,2022.0,271,612,341,0.44281045751633985
Desmond Bane,2023.0,182,457,275,0.3982494529540481
Desmond Bane,2024.0,123,320,197,0.384375
Desmond Ferguson,2004.0,3,8,5,0.375
Desmond Mason,2004.0,9,41,32,0.21951219512195122
Desmond Mason,2005.0,1,8,7,0.125
Desmond Mason,2006.0,1,6,5,0.16666666666666666
Desmond Mason,2009.0,0,3,3,0.0
Devean George,2004.0,85,242,157,0.3512396694214876
Devean George,2005.0,21,58,37,0.3620689655172414
Devean George,2006.0,59,181,122,0.3259668508287293
Devean George,2007.0,56,162,106,0.345679012345679
Devean George,2008.0,26,80,54,0.325
Devean George,2009.0,22,76,54,0.2894736842105263
Devean George,2010.0,48,123,75,0.3902439024390244
Devin Booker,2016.0,99,289,190,0.34256055363321797
Devin Booker,2017.0,147,405,258,0.362962962962963
Devin Booker,2018.0,147,384,237,0.3828125
Devin Booker,2019.0,135,414,279,0.32608695652173914
Devin Booker,2020.0,141,398,257,0.3542713567839196
Devin Booker,2021.0,170,508,338,0.3346456692913386
Devin Booker,2022.0,211,543,332,0.3885819521178637
Devin Booker,2023.0,142,377,235,0.376657824933687
Devin Booker,2024.0,84,216,132,0.3888888888888889
Devin Brown,2004.0,10,24,14,0.4166666666666667
Devin Brown,2005.0,48,128,80,0.375
Devin Brown,2006.0,39,118,79,0.3305084745762712
Devin Brown,2007.0,81,227,146,0.3568281938325991
Devin Brown,2008.0,50,163,113,0.3067484662576687
Devin Brown,2009.0,28,101,73,0.27722772277227725
Devin Brown,2010.0,58,164,106,0.35365853658536583
Devin Cannady,2021.0,6,16,10,0.375
Devin Cannady,2022.0,15,37,22,0.40540540540540543
Devin Ebanks,2011.0,2,5,3,0.4
Devin Ebanks,2012.0,0,12,12,0.0
Devin Ebanks,2013.0,6,22,16,0.2727272727272727
Devin Green,2006.0,0,2,2,0.0
Devin Harris,2005.0,46,137,91,0.3357664233576642
Devin Harris,2006.0,5,29,24,0.1724137931034483
Devin Harris,2007.0,17,60,43,0.2833333333333333
Devin Harris,2008.0,56,167,111,0.33532934131736525
Devin Harris,2009.0,64,220,156,0.2909090909090909
Devin Harris,2010.0,60,217,157,0.2764976958525346
Devin Harris,2011.0,58,180,122,0.32222222222222224
Devin Harris,2012.0,81,228,147,0.35526315789473684
Devin Harris,2013.0,82,255,173,0.3215686274509804
Devin Harris,2014.0,42,126,84,0.3333333333333333
Devin Harris,2015.0,95,277,182,0.34296028880866425
Devin Harris,2016.0,56,171,115,0.32748538011695905
Devin Harris,2017.0,58,176,118,0.32954545454545453
Devin Harris,2018.0,79,227,148,0.34801762114537443
Devin Harris,2019.0,62,200,138,0.31
Devin Robinson,2019.0,0,2,2,0.0
Devin Vassell,2021.0,52,150,98,0.3466666666666667
